obj,k,measure,test_number,ratio_TS,ratio_EB
max,5,"(10, 10)",6,2.058550550988956,0.9736697181713736
max,5,"(10, 10)",7,2.064655062290107,1.0113022181400295
max,5,"(10, 10)",8,2.033733137664512,0.9694176298994852
max,5,"(10, 10)",9,2.0729547853384616,1.0306263345666664
max,5,"(10, 10)",10,2.0426718574736915,0.9963468334540196
max,5,"(10, 10)",11,2.0491045136547528,1.018408998397579
max,5,"(10, 10)",12,2.079754748631105,0.9883606725823174
max,5,"(10, 10)",13,2.056404801455336,1.0348717556463134
max,5,"(10, 10)",14,2.04957156320902,0.9734723775028206
max,5,"(10, 10)",15,2.0745391921727645,0.9951761149637612
max,5,"(10, 10)",16,2.034654906299995,1.0313838440495973
max,5,"(10, 10)",17,2.0472322889850183,1.0108870199448554
max,5,"(10, 10)",18,2.053462187837189,0.9827096169814828
max,5,"(10, 10)",19,2.0634834617319178,1.0069812005009178
max,5,"(10, 10)",20,2.0489054328364174,1.0380628066073687
max,5,"(10, 10)",21,2.0762100880232954,0.9880980286993928
max,5,"(10, 10)",22,2.0711145206954664,1.001903491375907
max,5,"(10, 10)",23,2.078002546985293,0.9960626174420336
max,5,"(10, 10)",24,2.046393428056677,0.973146786654462
max,5,"(10, 10)",25,2.0818358308191107,1.037267597783326
max,5,"(10, 10)",26,2.093498154694119,1.0045763661745988
max,5,"(10, 10)",27,2.047502913254608,0.9897635605448848
max,5,"(10, 10)",28,2.0809895169475228,0.9929669572959914
max,5,"(10, 10)",29,2.052212871490385,0.9967751254188058
max,5,"(10, 10)",30,2.078855630351909,1.0126115886500078
max,5,"(10, 10)",31,2.0814086997557024,1.0016820454052182
max,5,"(10, 10)",32,2.0842689926534,1.0104369307190308
max,5,"(10, 10)",33,2.077131072113896,1.017789867652431
max,5,"(10, 10)",34,2.0345305660067043,0.9995692204441754
max,5,"(10, 10)",35,2.0669232279587617,1.0002986331971324
max,5,"(10, 10)",36,2.119567444238109,1.0102345374014137
max,5,"(10, 10)",37,2.0482333533701778,0.9759181668713056
max,5,"(10, 10)",38,2.039396294765305,1.015900778815388
max,5,"(10, 10)",39,2.045193129928548,1.012609721133288
max,5,"(10, 10)",40,2.0417589065092985,0.9926663690413272
max,5,"(10, 10)",41,2.0586179909570523,0.9844818501359636
max,5,"(10, 10)",42,2.062342204944917,0.9841081790773464
max,5,"(10, 10)",43,2.048524622286362,0.9702217529785732
max,5,"(10, 10)",44,2.0986021438160654,1.0245478718276877
max,5,"(10, 10)",45,2.054417283489871,0.9748819374065776
max,5,"(10, 10)",46,2.0759353940310112,0.9933324407498128
max,5,"(10, 10)",47,2.077104922930682,1.0057943126259057
max,5,"(10, 10)",48,2.0665441489590544,1.0110206905649626
max,5,"(10, 10)",49,2.082744775689253,0.963416278131962
max,5,"(10, 10)",50,2.062043234223533,1.0036600494857135
CES-2,5,"(10, 10)",1,1.4532371633812946,1.0054815000673405
CES-2,5,"(10, 10)",2,1.460963148992942,0.9985231600147836
CES-2,5,"(10, 10)",3,1.4539876450310878,1.0001424611962433
CES-2,5,"(10, 10)",4,1.4525216660774158,1.0115945211573865
CES-2,5,"(10, 10)",5,1.4532004585590956,0.9983942437654308
CES-2,5,"(10, 10)",6,1.4528289247358823,0.9931928253688704
CES-2,5,"(10, 10)",7,1.4539964623791075,1.0152109324574652
CES-2,5,"(10, 10)",8,1.4492909255317643,0.9912677414741284
CES-2,5,"(10, 10)",9,1.4592581999322118,1.0199031813216357
CES-2,5,"(10, 10)",10,1.4500035395316682,0.9997629400640076
CES-2,5,"(10, 10)",11,1.4494869258396974,1.0160996063101213
CES-2,5,"(10, 10)",12,1.458562435312506,0.985135781317904
CES-2,5,"(10, 10)",13,1.4582906723927342,1.010051413736581
CES-2,5,"(10, 10)",14,1.45759606259065,0.9849875162321472
CES-2,5,"(10, 10)",15,1.448023061675527,0.9937742149099626
CES-2,5,"(10, 10)",16,1.4430843942523148,1.0118607918922513
CES-2,5,"(10, 10)",17,1.453652365211353,1.010272402907252
CES-2,5,"(10, 10)",18,1.455950249420338,1.0004880082765502
CES-2,5,"(10, 10)",19,1.4612718503583442,1.0122441191975642
CES-2,5,"(10, 10)",20,1.4569626065676125,1.0167965588316177
CES-2,5,"(10, 10)",21,1.454180061240754,0.9893104186267648
CES-2,5,"(10, 10)",22,1.4581261682713589,0.991816935357509
CES-2,5,"(10, 10)",23,1.4660076156400612,0.989180213681354
CES-2,5,"(10, 10)",24,1.4573945071245942,1.000646979648419
CES-2,5,"(10, 10)",25,1.466628771265998,1.0133693358531874
CES-2,5,"(10, 10)",26,1.461141000695192,0.9949150928182372
CES-2,5,"(10, 10)",27,1.4544669670014891,0.9902473654422056
CES-2,5,"(10, 10)",28,1.4748326312537483,0.991778997822927
CES-2,5,"(10, 10)",29,1.4525268508542677,0.9920050241795608
CES-2,5,"(10, 10)",30,1.4563132193498525,0.9997827518279432
CES-2,5,"(10, 10)",31,1.4633197514314564,1.0028028173780084
CES-2,5,"(10, 10)",32,1.459419825258892,1.014358712377904
CES-2,5,"(10, 10)",33,1.4503847090435344,1.0002514859529694
CES-2,5,"(10, 10)",34,1.451749958411664,0.9917735466143396
CES-2,5,"(10, 10)",35,1.4533080812590704,1.0041492313796132
CES-2,5,"(10, 10)",36,1.467417427204202,0.996942047652444
CES-2,5,"(10, 10)",37,1.4526523338414614,0.9869621378032696
CES-2,5,"(10, 10)",38,1.444963427513825,1.008355371849868
CES-2,5,"(10, 10)",39,1.46058594471127,1.0112907725336815
CES-2,5,"(10, 10)",40,1.447692315736134,0.9923081359004402
CES-2,5,"(10, 10)",41,1.4564075217124004,0.9937946354656392
CES-2,5,"(10, 10)",42,1.467095263972148,0.9856181611817416
CES-2,5,"(10, 10)",43,1.468635920268008,0.9853789898970354
CES-2,5,"(10, 10)",44,1.4571835173495111,1.0122226600806437
CES-2,5,"(10, 10)",45,1.462603769153662,0.9842068976105768
CES-2,5,"(10, 10)",46,1.4528865533735833,0.9948259837702846
CES-2,5,"(10, 10)",47,1.462462770134779,0.9932179541769324
CES-2,5,"(10, 10)",48,1.4532808157846768,0.998911557702446
CES-2,5,"(10, 10)",49,1.4709047906280257,0.980649003576775
CES-2,5,"(10, 10)",50,1.46530249540568,1.0075874468046773
square_root,5,"(10, 10)",1,1.4518638925264755,1.002374435138787
square_root,5,"(10, 10)",2,1.4551156800898846,0.9989424467958936
square_root,5,"(10, 10)",3,1.4519214207811315,1.0000976708529894
square_root,5,"(10, 10)",4,1.450322064256404,1.0054453893809552
square_root,5,"(10, 10)",5,1.4507946506049318,0.999236246921086
square_root,5,"(10, 10)",6,1.4508298077038344,0.9971869510797728
square_root,5,"(10, 10)",7,1.4514182004226812,1.007607428659368
square_root,5,"(10, 10)",8,1.4492996952076689,0.9969757374350888
square_root,5,"(10, 10)",9,1.454160499901117,1.0090087648967432
square_root,5,"(10, 10)",10,1.4498362092719446,1.0000850966437935
square_root,5,"(10, 10)",11,1.448994743845262,1.007515057529342
square_root,5,"(10, 10)",12,1.4537955821455528,0.9926648518552872
square_root,5,"(10, 10)",13,1.4539634767546403,1.0036624410665451
square_root,5,"(10, 10)",14,1.4533729940331972,0.992693296374558
square_root,5,"(10, 10)",15,1.4482744098943032,0.9970802200744509
square_root,5,"(10, 10)",16,1.4460158212514589,1.0048555736298916
square_root,5,"(10, 10)",17,1.451561517355784,1.004741923678634
square_root,5,"(10, 10)",18,1.4528920984517244,1.001151648580023
square_root,5,"(10, 10)",19,1.4559210981849833,1.005911973440281
square_root,5,"(10, 10)",20,1.4530573550286292,1.0069492298533531
square_root,5,"(10, 10)",21,1.4517960123777325,0.9948766203976008
square_root,5,"(10, 10)",22,1.4538706734345546,0.9953800700544768
square_root,5,"(10, 10)",23,1.457922663546007,0.9945840853280282
square_root,5,"(10, 10)",24,1.453735562806966,1.0015927683665615
square_root,5,"(10, 10)",25,1.4581243568467588,1.0054335309530715
square_root,5,"(10, 10)",26,1.455149016538757,0.9971520882774342
square_root,5,"(10, 10)",27,1.4523850668686549,0.995308291001936
square_root,5,"(10, 10)",28,1.462641480709715,0.9957532105800324
square_root,5,"(10, 10)",29,1.450907390720363,0.9959873058049424
square_root,5,"(10, 10)",30,1.4528628924058251,0.999141141433716
square_root,5,"(10, 10)",31,1.4560677371601116,1.0013236974452386
square_root,5,"(10, 10)",32,1.4543955768488852,1.0070625924014969
square_root,5,"(10, 10)",33,1.4492876093095532,0.9992461850019656
square_root,5,"(10, 10)",34,1.4508200281555006,0.9954817429937212
square_root,5,"(10, 10)",35,1.4510879568953825,1.0021763799271126
square_root,5,"(10, 10)",36,1.4585777777023117,0.99809065777134
square_root,5,"(10, 10)",37,1.4513494197194934,0.9939312925419218
square_root,5,"(10, 10)",38,1.4470481354171465,1.0038948738594438
square_root,5,"(10, 10)",39,1.4551360878359851,1.0047383092207864
square_root,5,"(10, 10)",40,1.4486607037936106,0.9961541663593796
square_root,5,"(10, 10)",41,1.4533178412714505,0.997915002949057
square_root,5,"(10, 10)",42,1.4585338417833442,0.993173352244427
square_root,5,"(10, 10)",43,1.4597397142240265,0.9933963445362044
square_root,5,"(10, 10)",44,1.4526979346943574,1.0052122477631091
square_root,5,"(10, 10)",45,1.4564381125179018,0.9922935489414484
square_root,5,"(10, 10)",46,1.4507087748703311,0.9973110141625924
square_root,5,"(10, 10)",47,1.4562315328236892,0.9964400313177996
square_root,5,"(10, 10)",48,1.450665177568001,0.998742050008718
square_root,5,"(10, 10)",49,1.4606148730120578,0.9908658228275424
square_root,5,"(10, 10)",50,1.4580551460471642,1.0039777063659567
max,10,"(10, 10)",1,2.58600804931826,1.0261272289434462
max,10,"(10, 10)",2,2.556637334659208,1.0207245059198873
max,10,"(10, 10)",3,2.63416443983384,0.9960748392616162
max,10,"(10, 10)",4,2.624612233649938,1.0013054709350488
max,10,"(10, 10)",5,2.5692401623649377,1.0023940758682055
max,10,"(10, 10)",6,2.6265406901506863,1.0088997947831388
max,10,"(10, 10)",7,2.584271018259308,1.0053809018975346
max,10,"(10, 10)",8,2.5923185811064395,0.998044214541972
max,10,"(10, 10)",9,2.580252761436496,0.9903112984477618
max,10,"(10, 10)",10,2.573660735333345,0.982586003851028
max,10,"(10, 10)",11,2.6091235803544905,0.9860798945364172
max,10,"(10, 10)",12,2.5534140272853856,1.0154796223756732
max,10,"(10, 10)",13,2.617513121853061,0.9912590399166225
max,10,"(10, 10)",14,2.606919852495785,1.0033795542480026
max,10,"(10, 10)",15,2.602611540994127,0.9889906264405232
max,10,"(10, 10)",16,2.651269392965764,1.0082288761098597
max,10,"(10, 10)",17,2.6096061575604903,1.0090939881634615
max,10,"(10, 10)",18,2.5792702445399653,1.0098622514052544
max,10,"(10, 10)",19,2.5773729475544727,1.000854963793547
max,10,"(10, 10)",20,2.619979395612845,0.99120190714207
max,10,"(10, 10)",21,2.642631563112172,1.002638654491946
max,10,"(10, 10)",22,2.577992748761739,1.0062688216784592
max,10,"(10, 10)",23,2.5823055550632312,0.9976995226632476
max,10,"(10, 10)",24,2.650566841561784,0.9985611438162256
max,10,"(10, 10)",25,2.5802972070828343,1.0008688033587485
max,10,"(10, 10)",26,2.5818350340702527,1.0031044558715914
max,10,"(10, 10)",27,2.598495885187889,0.9903276048753168
max,10,"(10, 10)",28,2.6034180632389186,0.9775343483533756
max,10,"(10, 10)",29,2.606546114775769,1.008386507247206
max,10,"(10, 10)",30,2.567668407063377,1.0081220334806409
max,10,"(10, 10)",31,2.571632325864224,0.9913758896459206
max,10,"(10, 10)",32,2.616071246773024,0.991116845695014
max,10,"(10, 10)",33,2.605586316238054,0.9970458014939518
max,10,"(10, 10)",34,2.582687456748409,1.0052954100827023
max,10,"(10, 10)",35,2.621389578515875,1.0045541322368603
max,10,"(10, 10)",36,2.5260236646197254,1.0083621243592535
max,10,"(10, 10)",37,2.605789576710656,0.9889604244448796
max,10,"(10, 10)",38,2.629143123695864,0.999685714584672
max,10,"(10, 10)",39,2.604498999196718,0.9932907200810168
max,10,"(10, 10)",40,2.588386277645655,0.9885725472553976
max,10,"(10, 10)",41,2.54844150706637,1.001981451065639
max,10,"(10, 10)",42,2.522403651715093,0.9861500843739692
max,10,"(10, 10)",43,2.6079065299865105,1.0239087527720911
max,10,"(10, 10)",44,2.632269528695983,0.9897523420888404
max,10,"(10, 10)",45,2.572223683307932,0.9900406697188806
max,10,"(10, 10)",46,2.593253102641904,1.0027313928308592
max,10,"(10, 10)",47,2.5789657669926283,0.9912388903989648
max,10,"(10, 10)",48,2.625496977988252,0.9923625418022646
max,10,"(10, 10)",49,2.590442236597242,0.9974521473276716
max,10,"(10, 10)",50,2.546695362345185,1.0140012482356464
CES-2,10,"(10, 10)",1,1.6010680664019097,1.0066863511874482
CES-2,10,"(10, 10)",2,1.6031599455206504,1.0080110219455294
CES-2,10,"(10, 10)",3,1.6171828576882494,1.0017608333678527
CES-2,10,"(10, 10)",4,1.6077157725579856,0.9955259170740342
CES-2,10,"(10, 10)",5,1.6058813872459017,1.006210103238857
CES-2,10,"(10, 10)",6,1.614454810635914,0.9988150229106236
CES-2,10,"(10, 10)",7,1.6077793930673878,0.9978871128181868
CES-2,10,"(10, 10)",8,1.6006440201503789,0.988985340811383
CES-2,10,"(10, 10)",9,1.6055759668798268,1.0020147831799158
CES-2,10,"(10, 10)",10,1.6069043173862718,0.9962036163018818
CES-2,10,"(10, 10)",11,1.6177738450079588,1.0014543186907292
CES-2,10,"(10, 10)",12,1.6034648823475022,1.0049426017993313
CES-2,10,"(10, 10)",13,1.6095318306246695,0.989270818916386
CES-2,10,"(10, 10)",14,1.6006453206997706,0.9883484803851252
CES-2,10,"(10, 10)",15,1.6188074715024947,0.9930587510600823
CES-2,10,"(10, 10)",16,1.6064764222180965,0.9981396714536922
CES-2,10,"(10, 10)",17,1.6118408187700377,1.0106486471132503
CES-2,10,"(10, 10)",18,1.6048308498050603,1.0077585938767748
CES-2,10,"(10, 10)",19,1.6253751654003163,1.0098312295329706
CES-2,10,"(10, 10)",20,1.6045668162150972,0.9967332683436992
CES-2,10,"(10, 10)",21,1.6123851085396808,0.9944508095731958
CES-2,10,"(10, 10)",22,1.6031102222984153,1.007677645598936
CES-2,10,"(10, 10)",23,1.6086602714098182,0.9985367254417412
CES-2,10,"(10, 10)",24,1.6179581706663075,0.995508637185905
CES-2,10,"(10, 10)",25,1.6155932147978898,0.9990020457197328
CES-2,10,"(10, 10)",26,1.5982900586051387,0.9935101167475128
CES-2,10,"(10, 10)",27,1.619069900843427,1.0013854559680435
CES-2,10,"(10, 10)",28,1.6090054462938157,0.9940246846980872
CES-2,10,"(10, 10)",29,1.60897728654382,1.007317523100119
CES-2,10,"(10, 10)",30,1.600341015920589,1.0028802522644082
CES-2,10,"(10, 10)",31,1.5982395706610748,0.9953688031716462
CES-2,10,"(10, 10)",32,1.6122909821762803,0.9923993350960044
CES-2,10,"(10, 10)",33,1.611284719225393,1.0001258075616632
CES-2,10,"(10, 10)",34,1.6021504607066794,1.002818814957174
CES-2,10,"(10, 10)",35,1.6101583707378118,0.9959582782751883
CES-2,10,"(10, 10)",36,1.5960274366758327,0.9994336424498764
CES-2,10,"(10, 10)",37,1.6206363955191858,1.0027335820544625
CES-2,10,"(10, 10)",38,1.6111054620599972,0.9990148785479596
CES-2,10,"(10, 10)",39,1.6077513475818257,0.9948424684958478
CES-2,10,"(10, 10)",40,1.609862325407188,0.9976913843851968
CES-2,10,"(10, 10)",41,1.60689155137037,0.9963418934333942
CES-2,10,"(10, 10)",42,1.5959263405249031,0.9931314688010928
CES-2,10,"(10, 10)",43,1.6096023574675409,1.0131172409606493
CES-2,10,"(10, 10)",44,1.6171011196131784,0.9924610515630412
CES-2,10,"(10, 10)",45,1.6011631895218077,1.0009697613271225
CES-2,10,"(10, 10)",46,1.597978044921645,0.9934326716168708
CES-2,10,"(10, 10)",47,1.6136475193765552,0.9968249496303828
CES-2,10,"(10, 10)",48,1.6184737323925993,0.986605440970786
CES-2,10,"(10, 10)",49,1.620979540163611,0.9939538140873622
CES-2,10,"(10, 10)",50,1.6060991488702194,1.0069865287138733
square_root,10,"(10, 10)",1,1.5961624442569058,1.0025435992531702
square_root,10,"(10, 10)",2,1.5974621746798987,1.0032449686699103
square_root,10,"(10, 10)",3,1.604920887919089,1.0008706154052207
square_root,10,"(10, 10)",4,1.5997125870908262,0.9975702560076313
square_root,10,"(10, 10)",5,1.5987943672555462,1.0026616831474156
square_root,10,"(10, 10)",6,1.603184681606111,0.9990060913021145
square_root,10,"(10, 10)",7,1.6000051019567323,0.998930668864499
square_root,10,"(10, 10)",8,1.5955557197993697,0.994474013536787
square_root,10,"(10, 10)",9,1.598857295154221,1.0011527865952468
square_root,10,"(10, 10)",10,1.5993645397652931,0.9980807351240524
square_root,10,"(10, 10)",11,1.6048796740123565,1.0010376262130518
square_root,10,"(10, 10)",12,1.5979932480108636,1.002063884574784
square_root,10,"(10, 10)",13,1.600902857859213,0.9945994589943729
square_root,10,"(10, 10)",14,1.5960395279242554,0.9940557826842267
square_root,10,"(10, 10)",15,1.6057028644479416,0.9967406948042292
square_root,10,"(10, 10)",16,1.5992744055023753,0.9985806056118973
square_root,10,"(10, 10)",17,1.601626121565502,1.0047218259071886
square_root,10,"(10, 10)",18,1.598333234392378,1.0034640748471984
square_root,10,"(10, 10)",19,1.6096127640286348,1.0049606146810333
square_root,10,"(10, 10)",20,1.598225439103464,0.9982745310127266
square_root,10,"(10, 10)",21,1.6018930967328582,0.9971637088035955
square_root,10,"(10, 10)",22,1.597676411092671,1.0035310266192414
square_root,10,"(10, 10)",23,1.60047620191851,0.9992477169167742
square_root,10,"(10, 10)",24,1.605422469008176,0.9979241817056255
square_root,10,"(10, 10)",25,1.603764261438071,0.9990259937654127
square_root,10,"(10, 10)",26,1.5949116860211567,0.9966651921758538
square_root,10,"(10, 10)",27,1.605365708794453,1.0009452034073627
square_root,10,"(10, 10)",28,1.600666061657016,0.9974939769491037
square_root,10,"(10, 10)",29,1.5999622323677463,1.0032739072887051
square_root,10,"(10, 10)",30,1.5960503519052875,1.0010592290486673
square_root,10,"(10, 10)",31,1.594808173708444,0.9977868402769228
square_root,10,"(10, 10)",32,1.6020709267288118,0.9963908744638114
square_root,10,"(10, 10)",33,1.6017274033607045,1.0000432288069425
square_root,10,"(10, 10)",34,1.5968313267370722,1.0014011726108314
square_root,10,"(10, 10)",35,1.6006944634094145,0.9976722657830478
square_root,10,"(10, 10)",36,1.5942902607330005,0.9992540944008618
square_root,10,"(10, 10)",37,1.6066989509284693,1.0015353153372617
square_root,10,"(10, 10)",38,1.6016083918731958,0.9994577072939971
square_root,10,"(10, 10)",39,1.5998592564839158,0.9973774152408608
square_root,10,"(10, 10)",40,1.6009673459495204,0.9989493660028732
square_root,10,"(10, 10)",41,1.5997886395440895,0.9980524121604994
square_root,10,"(10, 10)",42,1.5942256041211986,0.9969624497800007
square_root,10,"(10, 10)",43,1.600898616197825,1.0060024899760032
square_root,10,"(10, 10)",44,1.6046515539663078,0.9963005965720232
square_root,10,"(10, 10)",45,1.5967150350764883,1.000681858086404
square_root,10,"(10, 10)",46,1.5942631334380613,0.9966073715613386
square_root,10,"(10, 10)",47,1.6032374244323075,0.9983487096891265
square_root,10,"(10, 10)",48,1.6052523294195113,0.9932777538754892
square_root,10,"(10, 10)",49,1.6066519278944078,0.9971537729719666
square_root,10,"(10, 10)",50,1.5992027886048945,1.0026647429207276
